"id","name","bbe","gb_rate","air_rate","fb_rate","ld_rate","pu_rate","pull_rate","straight_rate","oppo_rate","pull_gb_rate","straight_gb_rate","oppo_gb_rate","pull_air_rate","straight_air_rate","oppo_air_rate"
642086,"Smith, Dominic",107,0.3177570093457944,0.6822429906542056,0.34579439252336447,0.29906542056074764,0.037383177570093455,0.2616822429906542,0.45794392523364486,0.2803738317757009,0.09345794392523364,0.18691588785046728,0.037383177570093455,0.16822429906542052,0.2710280373831776,0.24299065420560745
671277,"García Jr., Luis",148,0.4594594594594595,0.5405405405405406,0.1891891891891892,0.2702702702702703,0.08108108108108109,0.3783783783783784,0.3783783783783784,0.24324324324324326,0.22972972972972974,0.17567567567567569,0.05405405405405406,0.14864864864864866,0.20270270270270271,0.1891891891891892
695578,"Wood, James",145,0.38620689655172413,0.613793103448276,0.31724137931034485,0.2896551724137931,0.006896551724137931,0.2896551724137931,0.3586206896551724,0.35172413793103446,0.1793103448275862,0.15862068965517243,0.04827586206896552,0.11034482758620692,0.19999999999999998,0.30344827586206896
691781,"House, Brady",113,0.504424778761062,0.49557522123893805,0.2743362831858407,0.21238938053097345,0.008849557522123894,0.36283185840707965,0.4336283185840708,0.20353982300884957,0.25663716814159293,0.19469026548672566,0.05309734513274336,0.10619469026548672,0.23893805309734514,0.1504424778761062
808982,"Lee, Jung Hoo",168,0.44642857142857145,0.5535714285714286,0.20833333333333334,0.31547619047619047,0.02976190476190476,0.3392857142857143,0.38095238095238093,0.27976190476190477,0.19047619047619047,0.19047619047619047,0.06547619047619048,0.14880952380952384,0.19047619047619047,0.2142857142857143
671218,"Ramos, Heliot",119,0.5210084033613446,0.4789915966386555,0.2184873949579832,0.23529411764705882,0.025210084033613446,0.35294117647058826,0.42016806722689076,0.226890756302521,0.25210084033613445,0.2184873949579832,0.05042016806722689,0.10084033613445381,0.20168067226890757,0.1764705882352941
575929,"Contreras, Willson",140,0.4142857142857143,0.5857142857142856,0.24285714285714285,0.2357142857142857,0.10714285714285714,0.5142857142857142,0.3142857142857143,0.17142857142857143,0.24285714285714285,0.14285714285714285,0.02857142857142857,0.27142857142857135,0.17142857142857143,0.14285714285714285
662139,"Varsho, Daulton",157,0.3821656050955414,0.6178343949044586,0.2229299363057325,0.3057324840764331,0.08917197452229299,0.35668789808917195,0.4012738853503185,0.24203821656050956,0.16560509554140126,0.14012738853503184,0.07643312101910828,0.19108280254777069,0.2611464968152867,0.1656050955414013
680757,"Kwan, Steven",172,0.42441860465116277,0.5755813953488371,0.23837209302325582,0.2441860465116279,0.09302325581395349,0.31976744186046513,0.3546511627906977,0.32558139534883723,0.18023255813953487,0.14534883720930233,0.09883720930232558,0.13953488372093026,0.20930232558139536,0.22674418604651164
682657,"Martínez, Angel",148,0.41216216216216217,0.5878378378378378,0.2635135135135135,0.25,0.07432432432432433,0.4391891891891892,0.35135135135135137,0.20945945945945946,0.20270270270270271,0.13513513513513514,0.07432432432432433,0.23648648648648649,0.21621621621621623,0.13513513513513514
608070,"Ramírez, José",186,0.2956989247311828,0.7043010752688171,0.3387096774193548,0.25806451612903225,0.10752688172043011,0.46236559139784944,0.3709677419354839,0.16666666666666666,0.16129032258064516,0.11290322580645161,0.021505376344086023,0.30107526881720426,0.25806451612903225,0.14516129032258063
