"id","name","side","avg_bat_speed","swing_tilt","attack_angle","attack_direction","ideal_attack_angle_rate","avg_intercept_y_vs_plate","avg_intercept_y_vs_batter","avg_batter_y_position","avg_batter_x_position","competitive_swings"
110,"Orioles","R","72.951940249",33.29069157846303,10.5118660172802,-2.6371517548448016,0.5154727793696272,3.265632082835348,31.59523815968455,28.329606076849192,26.662579849097817,3490
134,"Pirates","R","72.874970722",34.09765669426432,9.8857638803863,-1.2112601994110994,0.46859903381642504,0.3914708580954108,29.788412383475748,29.39694152538034,27.206540502158322,3726
133,"Athletics","R","72.632978984",32.726155994502435,9.456458010211565,-0.9434888142763014,0.4786229872293171,2.600947937498153,29.325643353017487,26.72469541551934,28.540994839377447,3602
147,"Yankees","R","72.610007606",32.67735495431992,11.879187341205947,-2.619207770407709,0.5652684071575244,0.6375523743902148,28.461921103277415,27.824368728887208,28.182745594421675,3409
144,"Braves","R","72.608448714",32.792717445846854,9.656479668346524,-1.3951122368560085,0.5108724128897042,2.0191757264090344,32.86978457756697,30.850608851157915,26.98600697819853,3817
135,"Padres","R","72.574919632",31.953376724777087,9.75045229770673,-1.3298471698112806,0.4956312142211511,3.0460933196850184,30.689990353443413,27.643897033758403,29.175369201363875,3319
118,"Royals","R","72.567855056",29.269311012506563,7.811899999654865,-4.0939685160764805,0.4950256255652701,4.266680341839453,31.22295333057458,26.956272988735137,28.18096010144624,3317
138,"Cardinals","R","72.489304538",31.360517155478725,10.156261250289162,-1.7112658567686938,0.5175336060783168,2.391550407061529,31.895051183671008,29.50350077660948,27.2092203915671,3422
108,"Angels","R","72.480683574",35.129011533134836,11.777126267831802,-4.392015149090355,0.4799785004031174,5.535052363722881,30.923549886195495,25.388497522472637,26.17697914073918,3721
136,"Mariners","R","72.408006301",30.90734230490295,10.88377500458251,-3.0855474403680323,0.535538545653363,4.40569555947246,31.636744144814806,27.231048585342347,26.6134461810124,3658
111,"Red Sox","R","72.40063461",30.842890751090746,9.392686232260905,-2.803206986402614,0.5033615901783106,4.66756680074061,32.36038303237396,27.692816231633362,27.613480792445475,3421
113,"Reds","R","72.230120644",32.226153397156274,10.540352769869648,-0.7516015024842186,0.5461209529627372,5.349808590156819,32.08873492592133,26.738926335764535,27.9191554060437,3274
158,"Brewers","R","72.206722707",31.22780816599965,7.812941397095582,2.662026516113418,0.5102169129204656,-0.2303372310416497,28.391296908706494,28.621634139748128,28.28780996210861,3181
117,"Astros","R","72.165061351",32.12471570808914,10.931246827087788,-3.585633032166921,0.5057915057915058,4.541152896581382,31.649721721631078,27.108568825049684,28.62664382927185,3626
143,"Phillies","R","72.106033452",31.505259791449273,10.227918556167817,-2.1954741637692647,0.5572931475689511,4.025227300612549,30.63228121105052,26.607053910437962,28.5746856580724,3517
121,"Mets","R","72.004160914",33.01148915789212,9.444116914784836,0.300242702397739,0.50856653340948,1.4373043401517127,28.77333237810231,27.336028037950605,26.85038962554417,3502
146,"Marlins","R","71.892114894",30.562690757787365,10.310631003304499,-3.3450316370810675,0.5002955082742319,5.39008844810702,32.6744732383332,27.284384790226188,27.308628347567442,3384
140,"Rangers","R","71.844314626",30.760699107558107,10.00598595624281,-2.4216198729242464,0.5262386396951041,4.4026147863680345,31.208914993457384,26.806300207089354,27.400993853247922,3411
145,"White Sox","R","71.838651671",32.60116349887302,12.61822073581162,-1.2448714342195895,0.5383518676931849,2.912917986212686,31.93416557402988,29.021247587817193,27.634157460607586,3507
109,"D-backs","R","71.824585911",31.400567884046268,10.33548921388124,-4.185687131851024,0.5422469823584031,6.25189277135349,32.41962013059659,26.16772735924311,27.22089171046678,3231
142,"Twins","R","71.800149129",32.17261609320974,10.66666570852215,-5.435813269604647,0.5483604298704875,4.242033925757489,32.08046469703435,27.838430771276858,27.420226841839433,3629
141,"Blue Jays","R","71.759562044",30.384049739208592,8.808164861027295,-2.1421494489498487,0.49888017917133237,3.593867192911557,30.32306781577987,26.729200622868326,27.90228180265808,3572
120,"Nationals","R","71.733958428",33.00880608260307,9.6344584969566,-1.243423018358024,0.5086419753086421,1.2790721646239127,31.266004577822347,29.986932413198428,27.644481989664428,3645
139,"Rays","R","71.680065405",28.48103137373806,6.9741851073002445,-0.4863623222551403,0.4871158025457931,0.40825096019684676,28.92427741629909,28.516026456102257,28.085719353446784,3221
116,"Tigers","R","71.63660456",35.81792468653277,12.211086321363434,-1.6842725802862761,0.5086280056577088,1.3611581606982177,30.963590474992127,29.60243231429392,27.234526683966315,3535
115,"Rockies","R","71.588167233",34.01552958432936,10.553769276655009,-3.1048051193011363,0.4920975087061346,3.698341447354042,31.31153586671932,27.613194419365275,27.927265104564455,3733
119,"Dodgers","R","71.173387544",36.18691063577206,10.288359006583317,-1.7205032524828707,0.4980214810627472,-0.8539070944577486,29.847264082814505,30.701171177272244,28.845141020874074,3538
137,"Giants","R","70.994203679",32.71039398823043,8.279847458202822,-0.6558572125641143,0.49490662139219,1.2538506777792793,29.30505681162597,28.051206133846684,26.769650381669063,3534
112,"Cubs","R","70.979583962",32.15343873497089,12.118584731306104,-3.909266956772899,0.5376827896512935,2.7227461518463674,32.67924212300835,29.95649597116197,27.50326770133421,3556
114,"Guardians","R","70.35543137",31.921280373312282,10.344813336743766,-5.092630634205877,0.5093077370564284,4.1457448535095205,33.097277102952475,28.95153224944294,26.552258532053695,3438
